artist_name,artist_id,track_name,track_id
Maroon 5,04gDigrS5kc9YWfZHwBETP,Maps,4gbVRS8gloEluzf0GzDOFc
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Thinking out Loud,34gCuhDGsG4bRPIf9bb02f
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,Before You Go,2gMXnyrvIjhVBUZwvLZDMP
TOTO,0PFtn5NtBbbUNbU9EAmIWF,Africa,2374M0fQpWi3dLnB54qaLX
The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,Iris,6Qyc6fS4DsZjB2mRW9DsQs
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Umbrella,49FYlytm3dAAraYgpoJZux
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS
Marshmello,64KEffDW9EtZ1y2vBYgq8T,Happier,2dpaYNEQHiRxtZbfNsse99
WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Bad Romance,0SiywuOBRcynK0uKGWdCnn
One Direction,4AK6F7OLvEQ5QYCBNiQWHq,Story of My Life,4nVBt6MZDDP6tRVdQTgxJg
ABBA,0LcJLqbBmaGUft1e9Mm8HV,Dancing Queen,0GjEhVFGZW8afUYGChu3Rr
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,Summer Of '69,0GONea6G2XdnHWjNZd6zt3
Train,3FUY2gzHeIiaesXtOAdB7A,"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Mercy,0AS63m1wHv9n4VVRizK6Hc
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ
Ava Max,4npEfmQ6YuiwW1GpUmaq3F,Sweet but Psycho,7DnAm9FOTWE3cUvso43HhI
Calvin Harris,7CajNmpbOovFoOoasH2HaY,This Is What You Came For,0azC730Exh71aQlOt9Zj3y
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Sorry,09CtPGIpYB4BrO8qb1RGsF
Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj
Panic! At The Disco,20JZFwl6HVl6yg8a4H3ZqK,High Hopes,1rqqCSm0Qe4I9rUvWncaom
Backstreet Boys,5rSXSAkZ67PYJSvpUpkOr7,I Want It That Way,47BBI51FKFwOMlIiX6m8ya
Maroon 5,04gDigrS5kc9YWfZHwBETP,Sugar,2iuZJX9X9P0GKaE93xcPjk
Kesha,6LqNN22kT3074XbTVUrhzX,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,New Rules,2ekn2ttSfGqwhhate0LSR0
P!nk,1KCSPY1glIKqW2TotWuXOR,Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e
Pitbull,0TnOYISbd1XYRBk9myaseg,Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS
MAGIC!,0DxeaLnv6SyYk2DOqkLO8c,Rude,6RtPijgfPKROxEzTHNRiDp
Spice Girls,0uq5PttqEjj3IH1bzwcrXF,Wannabe,1Je1IMUlBXcx1Fz0WE7oPT
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,Bruises,4Of7rzpRpV1mWRbhp5rAqG
Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,Sucker,22vgEDb5hykfaTwLuskFGD
Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH
Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ
Swedish House Mafia,1h6Cn3P4NGzXbaXidqURXs,Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p
4 Non Blondes,0Je74SitssvJg1w4Ra2EK7,What's Up?,0jWgAnTrNZmOGmqgvHhZEm
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Happier,2RttW7RAu5nOAfq6YFvApB
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W
Taio Cruz,6MF9fzBmfXghAz953czmBC,Dynamite,2CEgGE6aESpnmtfiZwYlbV
Snow Patrol,3rIZMv9rysU7JkLzEaC5Jp,Chasing Cars,5hnyJvgoWiQUYZttV4wXy6
Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,This Town,0qvzXomUDJVaUboy2wMfiS
Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,7 Years,5kqIPrATaCc2LqxVWzQGbk
The Fray,0zOcE3mg9nS6l3yxt1Y0bK,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J
Jason Mraz,4phGZZrJZRo4ElhRtViYdl,I'm Yours,1EzrEOXmMH3G43AXT1y7pA
One Direction,4AK6F7OLvEQ5QYCBNiQWHq,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G
ZAYN,5ZsFI1h6hIdQRw2ti0hz81,I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y
Dean Lewis,3QSQFmccmX81fWCUSPTS7y,Be Alright,3EPXxR3ImUwfayaurPi3cm
Zedd,2qxJFvFYMEDqd7ui6kSAcq,The Middle,09IStsImFySgyp0pIQdqAc
Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,Complicated,5xEM5hIgJ1jjgcEBfpkt2F
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,IDGAF,76cy1WJvNGJTj78UqeA5zr
Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,Where Is The Love?,0xmjwnQ3FNE6HuWCt2nHdZ
Maroon 5,04gDigrS5kc9YWfZHwBETP,This Love,6ECp64rv50XVz93WvxXMGF
Wham!,5lpH0xAS4fVfLkACg9DAuM,Wake Me Up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c
Usher,23zg3TcAtWQy7J6upgbUnj,DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn
Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,Girls Just Want to Have Fun,4y1LsJpmMti1PfRQV9AWWe
Adele,4dpARuHxo51G3z768sgnrY,Rolling in the Deep,1c8gk2PeTE04A1pIDH9YMk
Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh
U2,51Blml2LZPmy7TTiAg47vQ,With Or Without You - Remastered,6ADSaE87h8Y3lccZlBJdXH
Lorde,163tK9Wjr9P9DmM0AVK7lm,Royals,2dLLR6qlu5UJ5gk0dKz0h3
Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,"Love Me Like You Do - From ""Fifty Shades Of Grey""",3zHq9ouUJQFQRf3cm1rRLu
Katrina & The Waves,2TzHIUhVpeeDxyJPpQfnV3,Walking On Sunshine,05wIrZSwuaVWhcv5FfqeH0
Jessie J,2gsggkzM5R49q6jpPvazou,Bang Bang,0puf9yIluy9W0vpMEUoAnN
Adele,4dpARuHxo51G3z768sgnrY,Someone Like You,1zwMYTA5nlNjZxYrvBB2pV
American Authors,0MlOPi3zIDMVrfA9R04Fe3,Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP
John Travolta,4hKkEHkaqCsyxNxXEsszVH,You're The One That I Want - From “Grease”,0B9x2BRHqj3Qer7biM3pU3
Smash Mouth,2iEvnFsWxR0Syqu2JNopAd,All Star,3cfOd4CMv2snFaKAnMdnvK
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Galway Girl,0afhq8XCExXpqazXczTSve
Maroon 5,04gDigrS5kc9YWfZHwBETP,She Will Be Loved - Radio Mix,4llK75pXNWZz6KAho2Gp16
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,Budapest,2ixsaeFioXJmMgkkbd4uj1
Owl City,07QEuhtrNmmZ0zEcqE9SF6,Fireflies,3DamFFqW32WihKkTVlwTYQ
Jeremy Zucker,3gIRvgZssIb9aiirIg0nI3,comethru,18uwL0vNUanqZH0ro2QcOP
Adele,4dpARuHxo51G3z768sgnrY,Set Fire to the Rain,73CMRj62VK8nUS4ezD2wvi
Tones And I,2NjfBq1NflQcKSeiDooVjY,Dance Monkey,2XU0oxnq2qxCpomAAuJY8K
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT
Bruce Springsteen,3eqjTLE0HfPfh78zjh6TqT,Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE
Britney Spears,26dSoYclwsYLMAKD3tpOr4,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ
The Wanted,2NhdGz9EDv2FeUw6udu2g1,Glad You Came,5yDL13y5giogKs2fSNf7sj
Sixpence None The Richer,0lJlKQvuM2Sd9DPPyUXcHg,Kiss Me,754kgU5rWscRTfvlsuEwFp
Train,3FUY2gzHeIiaesXtOAdB7A,Drops of Jupiter (Tell Me),2hKdd3qO7cWr2Jo0Bcs0MA
Tracy Chapman,7oPgCQqMMXEXrNau5vxYZP,Fast Car,2M9ro2krNb7nr7HSprkEgo
Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,No One,6IwKcFdiRQZOWeYNhUiWIv
Elton John,3PhoLpVuITZKcymswpck5b,Don't Go Breaking My Heart,7HW5WIw7ZgZORCzUxv5gW5
Avicii,1vCWHaC5f2uS3yhpwWbIA6,Without You (feat. Sandro Cavazza),6Pgkp4qUoTmJIPn7ReaGxL
Beyoncé,6vWDO969PvNqNYHIOW5v0m,Crazy In Love (feat. Jay-Z),5IVuqXILoxVWvWEPm82Jxr
Train,3FUY2gzHeIiaesXtOAdB7A,Drive By,0KAiuUOrLTIkzkpfpn9jb9
Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Grenade,2tJulUYLDKOg9XrtVkMgcJ
Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,Everywhere - 2017 Remaster,254bXAqt3zP6P50BdQvEsq
Shania Twain,5e4Dhzv426EvQe3aDb64jL,Man! I Feel Like A Woman!,6sxptembJVty4sNtcPMAVz
Halsey,26VFTg2z8YR0cCuwLzESi2,Without Me,5p7ujcrUXASCNwRaWNHR1C
Counting Crows,0vEsuISMWAKNctLlUAhSZC,Mr. Jones,5DiXcVovI0FcY2s0icWWUu
OneRepublic,5Pwc4xIPtQLFEnJriah9YJ,Counting Stars,6sy3LkhNFjJWlaeSMNwQ62
Flo Rida,0jnsk9HBra6NMjO2oANoPY,Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3
George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,Shotgun,4ofwffwvvnbSkrMSCKQDaC
Rachel Platten,3QLIkT4rD2FMusaqmkepbq,Fight Song,37f4ITSlgPX81ad2EvmVQr
One Direction,4AK6F7OLvEQ5QYCBNiQWHq,You & I,2afCBiru10AFckfOa49wIa
Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,Lush Life,1rIKgCH4H52lrvDcz50hS8
Toploader,6xeFne1rkxMhKSW3ipvkdV,Dancing in the Moonlight,3Fzlg5r1IjhLk2qRw667od
Tom Petty,2UZMlIwnkgAEDBsw1Rejkn,Free Fallin',5tVA6TkbaAH9QMITTQRrNv
U2,51Blml2LZPmy7TTiAg47vQ,I Still Haven't Found What I'm Looking For,6wpGqhRvJGNNXwWlPmkMyO
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,We Found Love,0U10zFw4GlBacOy9VDGfGL
Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,I Will Always Love You,4eHbdreAnSOrDDsFfc4Fpm
Vanessa Carlton,5ILrArfIV0tMURcHJN8Q07,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP
Cher,72OaDtakiy6yFqkt4TsiFt,Believe,2goLsvvODILDzeeiT4dAoR
Starship,0kObWap02DEg9EAJ3PBxzf,Nothing's Gonna Stop Us Now,3X7uFMzJrEE0sxn62qd8Ch
Green Day,7oPftvlwr6VrsViSDV7fJY,Good Riddance (Time of Your Life),6ORqU0bHbVCRjXm9AjyHyZ
P!nk,1KCSPY1glIKqW2TotWuXOR,Raise Your Glass,1gv4xPanImH17bKZ9rOveR
Kings of Leon,2qk9voo8llSGYcZ6xrBzKx,Use Somebody,5VGlqQANWDKJFl0MBG3sg2
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Rain On Me (with Ariana Grande),7ju97lgwC2rKQ6wwsf9no9
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Take A Bow,3goSVuTt3fDYDP6kRnFwuL
Oasis,2DaxqgrOhkeH0fpeiQq2f4,Wonderwall - Remastered,7ygpwy2qP3NbrxVkHvUhXY
Marshmello,64KEffDW9EtZ1y2vBYgq8T,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A
Flo Rida,0jnsk9HBra6NMjO2oANoPY,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8
Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,9 to 5,4w3tQBXhn5345eUXDGBWZG
Phil Collins,4lxfqrEsLX6N1N4OCSkILp,You Can't Hurry Love - 2016 Remaster,4YwbSZaYeYja8Umyt222Qf
Labrinth,2feDdbD5araYcm6JhFHHw7,Jealous,4G92yYrUs0cvY7G41YRI0z
Sam Smith,2wY79sveU1sp5g7SokKOiI,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki
Lou Bega,46lnlnlU0dXTDpoAUmH6Qx,Mambo No. 5 (a Little Bit of...),6x4tKaOzfNJpEJHySoiJcs
Katy Perry,6jJ0s89eD6GaHleKKya26X,California Gurls,6tS3XVuOyu10897O3ae7bi
Hozier,2FXC3k01G6Gw61bmprjgqS,Take Me to Church,1CS7Sd1u5tWkstBhpssyjP
P!nk,1KCSPY1glIKqW2TotWuXOR,So What,0JiY190vktuhSGN6aqJdrt
Echosmith,1PbBg2aYjWLKRk84zJK15x,Cool Kids,13P5rwmk2EsoFRIz9UCeh9
Chris Brown,7bXgB6jMjp9ATFy66eO08Z,Forever,3NZJlJemX3mzjf56MqC5ML
B.o.B,5ndkK3dpZLKtBklKjxNQwT,Nothin' on You (feat. Bruno Mars),59dLtGBS26x7kc0rHbaPrq
Gotye,2AsusXITU8P25dlRNhcAbG,Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV
Cyndi Lauper,2BTZIqw0ntH9MvilQ3ewNY,Time After Time,7o9uu2GDtVDr9nsR7ZRN73
3 Doors Down,2RTUTCvo6onsAnheUk3aL9,Here Without You,3NLrRZoMF0Lx6zTlYqeIo4
James Blunt,7KMqksf0UMdyA0UCf4R3ux,You're Beautiful,0vg4WnUWvze6pBOJDTq99k
Starship,0kObWap02DEg9EAJ3PBxzf,We Built This City,6OnfBiiSc9RGKiBKKtZXgQ
Kygo,23fqKkggKUBHNkbKtXEls4,Higher Love,6oJ6le65B3SEqPwMRNXWjY
Lauv,5JZ7CnR6gTvEMKX4g70Amv,i'm so tired...,4vjpLMyL3ZO6aphdYr8XYw
Katy Perry,6jJ0s89eD6GaHleKKya26X,Last Friday Night (T.G.I.F.),455AfCsOhhLPRc68sE01D8
Sam Smith,2wY79sveU1sp5g7SokKOiI,Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5
Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,Slow Hands,2cOUlop2ZakjOKe4WinesN
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Poker Face,5R8dQOPq8haW94K7mgERlO
Clean Bandit,6MDME20pz9RveH9rEXvrOM,Symphony (feat. Zara Larsson),72gv4zhNvRVdQA0eOenCal
Natalie Imbruglia,0dlOr0VIysztGWvU1dpjmP,Torn,1Jaah2tmN9Hv81A87KZ1MU
Passenger,0gadJ2b9A4SKsB1RFkBb66,Let Her Go,1KxwZYyzWNyZSRyErj2ojT
Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,Perfect Strangers,3P3pw6C19j31Rnzgo3JG7o
B.o.B,5ndkK3dpZLKtBklKjxNQwT,Airplanes (feat. Hayley Williams of Paramore),6lV2MSQmRIkycDScNtrBXO
Robin Thicke,0ZrpamOxcZybMHGg1AYtHP,Blurred Lines,0n4bITAu0Y0nigrz3MFJMb
Huey Lewis & The News,7A9yZMTrFZcgEWAX2kBfK6,The Power Of Love,2olVm1lHicpveMAo4AUDRB
Beyoncé,6vWDO969PvNqNYHIOW5v0m,Halo,4JehYebiI9JE8sR8MisGVb
Lifehouse,5PokPZn11xzZXyXSfnvIM3,You And Me,0815caqt2Lytro5EIzMufT
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Stitches,5jsw9uXEGuKyJzs0boZ1bT
Daniel Powter,7xTcuBOIAAIGDOSvwYFPzk,Bad Day,0mUyMawtxj1CJ76kn9gIZK
The Killers,0C0XlULifJtAgn6ZNCW2eu,Human,1sTsuZTdANkiFd7T34H3nb
Clean Bandit,6MDME20pz9RveH9rEXvrOM,Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW
Phil Collins,4lxfqrEsLX6N1N4OCSkILp,Against All Odds (Take a Look at Me Now) - 2016 Remaster,63CHa6rmamv9OsehkRD8oz
Shakira,0EmeFodog0BfCgMzAIvKQp,"Whenever, Wherever",2lnzGkdtDj5mtlcOW2yRtG
Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,You Can Call Me Al,0qxYx4F3vm1AOnfux6dDxP
benny blanco,5CiGnKThu5ctn9pBxv7DGa,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,Starving,4Ce37cRWvM1vIGGynKcs22
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH
Leona Lewis,5lKZWd6HiSCLfnDGrq9RAm,Bleeding Love,7wZUrN8oemZfsEd1CGkbXE
Meghan Trainor,6JL8zeS1NmiOftqZTRgdTz,All About That Bass,5jE48hhRu8E6zBDPRSkEq7
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Marry You,22PMfvdz35fFKYnJyMn077
Bastille,7EQ0qTo7fWT7DPxmxtSYEc,Pompeii,4Ub8UsjWuewQrPhuepfVpd
Sam Smith,2wY79sveU1sp5g7SokKOiI,How Do You Sleep?,6b2RcmUt1g9N9mQ3CbjX2Y
Jason Derulo,07YZf4WDAMNwqr4jfgOZ8y,Want to Want Me,7oGZAicScQt96OAW4AruYy
Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,The Way You Make Me Feel - 2012 Remaster,0sKlV58cODrjxGFOyf9IXY
The Calling,5aMmmNxw4vgpc5XC6hK0zp,Wherever You Will Go,5QpaGzWp0hwB5faV8dkbAz
Adele,4dpARuHxo51G3z768sgnrY,When We Were Young,7GgWAITsYJaRM3r50rfh5w
The Script,3AQRLZ9PuTAozP28Skbq8V,Superheroes,37sINbJZcFdHFAsVNsPq1i
Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn
P!nk,1KCSPY1glIKqW2TotWuXOR,What About Us,0Qh38w01QRXK6KHIv0e3hb
Olly Murs,3whuHq0yGx60atvA2RCVRW,Troublemaker (feat. Flo Rida),6s8nHXTJVqFjXE4yVZPDHR
Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,Issues,7vu0JkJh0ldukEYbTVcqd0
New Radicals,0Grjlu7ncIuCaSYvCs9fcd,You Get What You Give,1Cwsd5xI8CajJz795oy4XF
Savage Garden,3NRFinRTEqUCfaTTZmk8ek,Truly Madly Deeply,013AWvizllIUEC2FOBzOnh
The Script,3AQRLZ9PuTAozP28Skbq8V,The Man Who Can't Be Moved,3nqqDo8CcCLke3ZoTgiOKf
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,Someone You Loved,2TIlqbIneP0ZY1O0EzYLlc
The Supremes,57bUPid8xztkieZfS7OlEV,You Can't Hurry Love,1OppEieGNdItZbE14gLBEv
Kenny Loggins,3Y3xIwWyq5wnNHPp5gPjOW,"Footloose - From ""Footloose"" Soundtrack",2vz1CsL5WBsbpBcwgboTAw
Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,Scars To Your Beautiful,42ydLwx4i5V49RXHOozJZq
ABBA,0LcJLqbBmaGUft1e9Mm8HV,Take A Chance On Me,5BckPAYcKEJuYs1eV1BHHe
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Shake It Off,5xTtaWoae3wi06K5WfVUUH
Justin Timberlake,31TPClRtHm23RisEBtV3X7,Rock Your Body,1AWQoqb9bSvzTjaLralEkT
50 Cent,3q7HBObVc0L8jNeTe5Gofh,In Da Club,4RY96Asd9IefaL3X4LOLZ8
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Just Dance,2x7MyWybabEz6Y6wvHuwGE
Gwen Stefani,4yiQZ8tQPux8cPriYMWUFP,The Sweet Escape,66ZcOcouenzZEnzTJvoFmH
Shakira,0EmeFodog0BfCgMzAIvKQp,Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V
Usher,23zg3TcAtWQy7J6upgbUnj,Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX
Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,Family Affair,3aw9iWUQ3VrPQltgwvN9Xu
Eminem,7dGJo4pcD2V6oG8kP0tJRR,"Lose Yourself - From ""8 Mile"" Soundtrack",5Z01UMMf7V1o0MzF86s6WJ
Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,Crazy,2N5zMZX7YeL1tico8oQxa9
JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO
Maroon 5,04gDigrS5kc9YWfZHwBETP,This Love,6ECp64rv50XVz93WvxXMGF
Justin Timberlake,31TPClRtHm23RisEBtV3X7,Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Umbrella,49FYlytm3dAAraYgpoJZux
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Yellow,3AJwUDP919kvQ9QcozQPxg
Eminem,7dGJo4pcD2V6oG8kP0tJRR,Without Me,7lQ8MOhq6IN2w8EYcFNSUk
The Killers,0C0XlULifJtAgn6ZNCW2eu,Mr. Brightside,003vvx7Niy0yvhvHt4a68B
Linkin Park,6XyY86QOPPrYVGvF9ch6wz,In the End,60a0Rd6pjrkxjPbaKzXjfq
Gorillaz,3AA28KZvwAUcZuOKwyblJQ,Feel Good Inc.,0d28khcov6AiegSCpG5TuT
The White Stripes,4F84IBURUo98rz4r61KF70,Seven Nation Army,3dPQuX8Gs42Y7b454ybpMR
Eminem,7dGJo4pcD2V6oG8kP0tJRR,The Real Slim Shady,3yfqSUWxFvZELEM4PmlwIR
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,The Scientist,75JFxkI2RXiU7L9VXzMkle
Foster The People,7gP3bB2nilZXLfPHJhMdvc,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT
Linkin Park,6XyY86QOPPrYVGvF9ch6wz,Numb,2nLtzopw4rPReszdYBJU6h
The Game,0NbfKEOTQCcwd6o7wSDOHI,Hate It Or Love It,2wGSgTmgSF3xjRrHkTc25R
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Bad Romance,0SiywuOBRcynK0uKGWdCnn
Outkast,1G9G7WwrXka3Z1r7aIDjI7,Ms. Jackson,0I3q5fE6wg7LIfHGngUTnV
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Viva La Vida,1mea3bSkSGXuIRvnydlB5b
Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,Promiscuous,2gam98EZKrF9XuOkU13ApN
Eminem,7dGJo4pcD2V6oG8kP0tJRR,Till I Collapse,4xkOaSrkexMciUUogZKVTS
Train,3FUY2gzHeIiaesXtOAdB7A,"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv
Evanescence,5nGIFgo0shDenQYSE0Sn7c,Bring Me To Life,0COqiPhxzoWICwFCS4eZcp
Daddy Yankee,4VMYDCV2IEDYJArk749S6m,Gasolina,228BxWXUYQPJrJYHDLOHkj
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Fix You,7LVHVU3tWfcxj5aiPFEW4Q
