artist_name,artist_id,track_name,track_id,lyric,sentiment,sentiment_score
Hailee Steinfeld,5p7f24Rk5HkUZsaS3BLG5F,You're Such A,3QTDzwSkRW04FVPo6COm0H,"Yeah
Oh-oh

You keep calling, you keep calling
Saying that you want it back
All my loving, all my loving
But you can't, you can't
You keep trying, you keep trying
With that sweet talk on your tongue
But I'm not buying, I'm not buying
I can't, I can't

'Cause you had your chance and you blew it
Yeah, you ripped it up and you chewed it
And the more you talk, you prove it
Yeah, you prove it

That, damn, you're such a
Did you think that I would let you
Crawl right back into my bedroom
After everything we've been through
I know the truth
That, damn, you're such a
Difficult little devil
Trying to put it back together
'Cause you see I'm doing better
Without you now

Damn, you're such a
Dadadadadadadada dadadadadada
Damn, you're such a
Dadadadadadadada
I know the truth
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,83.28
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,New Rules,2ekn2ttSfGqwhhate0LSR0,"One, one, one, one, one

Talkin' in my sleep at night, makin' myself crazy
(Out of my mind, out of my mind)
Wrote it down and read it out, hopin' it would save me
(Too many times, too many times)

My love
He makes me feel like nobody else, nobody else
But my love
He doesn't love me, so I tell myself, I tell myself

One: Don't pick up the phone
You know he's only callin' 'cause he's drunk and alone
Two: Don't let him in, you'll have to kick him out again
Three: Don't be his friend
You know you're gonna wake up in his bed in the mornin'
And if you're under him, you ain't gettin' over him

I got new rules, I count 'em
I got new rules, I count 'em
I gotta tell them to myself
I got new rules, I count 'em
I gotta tell them to myself
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,46.67
Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,How Long,32DGGj6KlNuBr6WaqRxpxi,"Alright
Ooh-oh, yeah

I'll admit, I was wrong, what else can I say, girl?
Can't you blame my head and not my heart
I was drunk, I was gone, that don't make it right, but
Promise there were no feelings involved, mmh

She said, boy, tell me honestly
Was it real or just for show? (Yeah)
She said, save your apologies
Baby, I just gotta know

How long has this been goin' on?
You've been creepin' 'round on me
While you're callin' me, ""baby""
How long has this been goin' on?
You've been actin' so shady (shady)
I've been feelin' it lately, baby

Ooh-ooh-ooh (yeah)
Ooh-ooh-hoo (encore)
Ooh-ooh-ooh-hoo-ooh-ooh
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,93.36
Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,IDGAF,76cy1WJvNGJTj78UqeA5zr,"You call me all friendly
Telling me how much you miss me
That's funny, I guess you've heard my songs
Well, I'm too busy for your business
Go find a girl who wants to listen
'Cause if you think I was born yesterday
You have got me wrong

So I cut you off
I don't need your love
'Cause I already cried enough
I've been done
I've been moving on, since we said goodbye
I cut you off
I don't need your love, so you can try all you want
Your time is up, I'll tell you why

You say you're sorry
But it's too late now
So save it, get gone, shut up
'Cause if you think I care about you now
Well, boy, I don't give a fuck

I remember that weekend
When my best friend caught you creeping
You blamed it all on the alcohol
So I made my decision
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,95.89
Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,Thunder / Young Dumb & Broke (with Khalid) - Medley,7ER7vcy7u2ajg5IV45WBFw,"So you're still thinking of me just like I know you should
I can not give you everything, you know I wish I could
I'm so high at the moment, I'm so caught up in this
Yeah, we're just young, dumb and broke
But we still got love to give

While we're young dumb
Young, young, dumb, and broke
Young, dumb
Young, young, dumb, and broke
Young, dumb
Young, young, dumb and broke
Young, dumb, broke high school kids

Just a young gun with a quick fuse
I was uptight, I wanna let loose
I was dreaming of bigger things
And wanna leave my old life behind
Not a yes sir, not a follower
Fit the box, fit the mold
Have a seat in the foyer, take a number
I was lightning before the thunder

Thunder, thunder, thunder, thun-
Thunder, thun-thun-thunder, thunder
Thunder, thunder, thun-
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,99.47
Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,"Something must've gone wrong in my brain
Got your chemicals all in my veins
Feeling all the highs, feeling all the pain

Let go on the wheel, it's the bullet lane
Now I'm seeing red, not thinking straight
Blurring all the lines, you intoxicate me

Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I need
All I need
Yeah, you're all I need

It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never be the same

It's you, babe
And I'm a sucker for the way that you move, babe
And I could try to run, but it would be useless
You're to blame
Just one hit of you, I knew I'll never, ever, ever be the same
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,97.25
DNCE,6T5tfhQCknKG4UnH90qGnz,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,"Nah, nah, nah
(Cake by the ocean)

Oh, no
See you walkin' 'round like it's a funeral
Not so serious girl, why those feet cold?
We just gettin' started, don't you tiptoe, tiptoe, ah

Waste time with a masterpiece, don't waste time with a masterpiece
You should be rollin' with me, you should be rollin' with me (ah-ah-ah)
You're a real-life fantasy, you're a real-life fantasy
But you're movin' so carefully, let's start livin' dangerously

Talk to me, baby
I'm going blind from this sweet, sweet craving, whoa-oh
Let's lose our minds and go crazy, crazy
I-I-I-I-I-I keep on hoping we'll eat cake by the ocean
Walk for me, baby
I'll be Diddy, you'll be Naomi, whoa-oh
Let's lose our minds and go crazy, crazy
I-I-I-I-I-I keep on hoping we'll eat cake by the ocean
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,74.13
Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,I Took A Pill In Ibiza - Seeb Remix,1MtUq6Wp1eQ8PC6BbPCj8P,"I took a pill in Ibiza
To show Avicii I was cool
And when I finally got sober, felt 10 years older
But fuck it, it was something to do
I'm living out in LA
I drive a sports car just to prove
I'm a real big baller cause I made a million dollars
And I spend it on girls and shoes

But you don't wanna be high like me
Never really knowing why like me
You don't ever wanna step off that roller coaster and be all alone
You don't wanna ride the bus like this
Never knowing who to trust like this
You don't wanna be stuck up on that stage singing
Stuck up on that stage singing

All I know are sad songs, sad songs
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,37.269999999999996
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Side To Side,1pKeFVVUOPjFsOABub0OaV,"I've been here all night (Ariana)
I've been here all day (Nicki Minaj)
And boy, got me walkin' side to side

(Let them hoes know)

I'm talkin' to you
See you standing over there with your body
Feeling like I wanna rock with your body
And we don't gotta think 'bout nothin' ('bout nothin')

I'm comin' at you
'Cause I know you got a bad reputation
Doesn't matter, 'cause you give me temptation
And we don't gotta think 'bout nothin' ('bout nothin')

These friends keep talkin' way too much
Sayin' I should give you up
Can't hear them, no, 'cause I

I've been here all night
I've been here all day
And boy, got me walkin' side to side
I've been here all night
I've been here all day
And boy, got me walkin' side to side (side to side)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,36.66
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,no tears left to cry,5SxkdsY1ufZzoq9iXceLw9,"Right now, I'm in a state of mind
I wanna be in like all the time
Ain't got no tears left to cry

So I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up
I'm pickin' it up, pickin' it up
I'm lovin', I'm livin', I'm pickin' it up (Oh, yeah)

I'm pickin' it up (Yeah), pickin' it up (Yeah)
Lovin', I'm livin', so we turnin' up
Yeah, we turnin' it up

Ain't got no tears in my body
I ran out, but boy, I like it, I like it, I like it
Don't matter how, what, where, who tries it
We out here vibin', we vibin', we vibin'

Comin' out, even when it's rainin' down
Can't stop now, can't stop so shut your mouth
Shut your mouth, and if you don't know
Then now you know it, babe
Know it, babe, yeah

Right now, I'm in a state of mind
I wanna be in like all the time
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,93.44
Lenka,5g3uG8zZZANGT6YOssgjfC,Trouble Is a Friend,0MAWbNUV19O14FZJYWg89o,"Trouble he will find you no matter where you go, oh oh
No matter if you're fast no matter if you're slow, oh oh
The eye of the storm or the cry in the mourn, oh oh
You're fine for a while but you start to lose control

He's there in the dark
He's there in my heart
He waits in the wings
He's gotta play a part
Trouble is a friend, yeah, trouble is a friend of mine
Oh

Trouble is a friend but trouble is a foe, oh oh
And no matter what I feed him he always seems to grow, oh oh
He sees what I see and he knows what I know, oh oh
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,9.71
Ingrid Michaelson,2vm8GdHyrJh2O2MfbQFYG0,Time Machine,3aR1FIPOWpQxo0sm6naVbK,"You lit the fire, then drank the water
You slammed that door and left me standing all alone
We wrote a story, we turned the pages
You changed the end like everybody said you would

I should've seen it coming
It should have sent me running
That's what I get for loving you

If I had a time machine
And if life was a movie scene
I'd rewind, and I'd tell me, ""Run!""
We were never meant to be
So if I had a time machine
I'd go back, and I'd tell me, ""Run!""
""Run! ""

I got your letters, I got your words
I stacked them high
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,59.62
Shivaree,34xAiSyQG6nlH0eZNLjbLW,Goodnight Moon,5jQPDVjgSGnNYl8G3H3qul,"There's a nail in the door
And there's glass on the lawn
Tacks on the floor
And the TV is on
And I always sleep with my guns
When you're gone

There's a blade by the bed
And a phone in my hand
A dog on the floor
And some cash on the nightstand
When I'm all alone the dreaming stops
And I just can't stand

What should I do I'm just a little baby
What if the lights go out and maybe
And then the wind just starts to moan
Outside the door he followed me home

Now goodnight moon
I want the sun
If it's not here soon
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,7.720000000000001
Saint Privat,7hrruNuPITt3N9zLMdbjGz,Poisson Rouge,73vUl3nSQf7SwSGDDkTKCd,"Quand j'étais petite
Je me taisais comme une fleur
J'adorais les mythes
Mais tous ces mots me faisaient peur

J'adore mon poisson rouge
Il m'appelle jour et nuit
Il tourne en rond pour moi
Et je me tais, rien que pour lui

J'aime mon jardin de roses
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Neutral,0.0
Taylor Swift,06HL4z0CvFAxyc27GXpf02,The Story Of Us,19tHCfzUSoy5HkpxcmbA0A,"I used to think one day we'd tell the story of us
How we met and the sparks flew instantly
People would say, ""They're the lucky ones""
I used to know my place was a spot next to you
Now I'm searching the room for an empty seat
'Cause lately I don't even know what page you're on

Oh, a simple complication
Miscommunications lead to fallout
So many things that I wish you knew
So many walls up, I can't break through

Now I'm standing alone in a crowded room
And we're not speaking
And I'm dying to know, is it killing you
Like it's killing me, yeah
I don't know what to say since a twist of fate
When it all broke down
And the story of us looks a lot like a tragedy now
Next chapter

How'd we end up this way?
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,84.42
Taylor Swift,06HL4z0CvFAxyc27GXpf02,I Knew You Were Trouble.,0ciHz919LVKoH4zgxyMPZ9,"Once upon a time, a few mistakes ago
I was in your sights, you got me alone
You found me, you found me, you found me, e-e-e-e
I guess you didn't care and I guess I liked that
And when I fell hard, you took a step back
Without me, without me, without me, e-e-e-e

And he's long gone when he's next to me
And I realize the blame is on me

'Cause I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
Now I'm lying on the cold hard ground
Oh, oh, trouble, trouble, trouble
Oh, oh, trouble, trouble, trouble

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,98.95
The Pretty Reckless,2R57sY41L9XvGPiIgHOaYq,Make Me Wanna Die,2opyAm6zOyjR0An5LkblfN,"Take me, I'm alive, never was a girl with a wicked mind
But everything looks better when the sun goes down
I had everything, opportunities for eternity, and I could belong to the night
Your eyes, your eyes, I can see in your eyes, your eyes

You make me wanna die
I'll never be good enough
You make me wanna die
And everything you love will burn up in the light
And every time I look inside your eyes
You make me wanna die

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,81.81
Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,Take A Picture,3cGFEZvzegmI9B7yZMCzq5,"Hoo-hoo-hoo

Flying kites with boy wonder
Hold tight to me all summer
Reading my magazines
Dancing in my blue jeans

Pucker up in sunglasses
Making love to the flashes
Posing the way that we do for everybody to see
Pull over through your lashes
Only thing that will last is

I take a picture of you taking a picture of me
(Hoo-hoo-hoo)
I take a picture of you taking a picture of me
(Hoo-hoo-hoo)
I take a picture of you taking a picture of me
Tomorrow always happens too soon
I wish I had an electric moon to save the light
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,87.79
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,My My My!,71T7xF5wLbDRg76jxAwDqA,"Shine on, diamond
Don't make me wait another day
'Cause passion is passion
You know it just as well as me

Now, let's stop running from love, running from love
Let's stop, my baby (my baby)
Let's stop running from us, running from us
Let's stop, my baby

Oh my, my, my!
I die every night with you
Oh my, my, my!
Living for your every move

Spark up, buzz cut
I've got my tongue between your teeth
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,82.17
Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,MR. TAXI (Original Title : Mr. Taxi),6BaZmJzvAtXx72MjSHSlbf,"Seoul 또, Tokyo, London, New York
정신없이 내 맘대로 drive tonight
상상 끝에 더 먼 세상에 new style
놀랄 거야 긴장해 자 이제 시작할까

만만히 볼 나라면 조심해 날 꽉 잡아
한번도 본적 없는 세상을 보여줄게
I'm so fast

Mr. Taxi, Taxi, Taxi 지금 즉시 즉시 즉시
따라 올 수 있겠니 (Oops!) 잡힐 듯 말듯 아슬
Mr. Taxi, Taxi, Taxi 지금 즉시 즉시 즉시
반짝반짝 빛나지 너도 몰래 빠져들어
난 그래 supersonic
And hypertonic 기회는 지금뿐
You take me 짜릿해
Mr. Taxi, Taxi, Taxi 지금 즉시 즉시 즉시
Sorry 간단히 날 잡을 수는 없어

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,15.110000000000001
Girls' Generation,0Sadg1vgvaPqGTOjxu0N6c,Mr.Mr.,3JaMGQXJmtbAhvgl0nBPPN,"Let's go! 뭘 걱정하는데 넌?
됐고 뭐가 또 두려운데?
재고 또 재다 늦어 버려

Oh oh ooh oh, oh oh ooh oh
매일 하루가 다르게 불안해져 가
앞서가 주길 바래 그 누군가가
넌 모른 척 눈을 감는
You bad bad bad boy, you so bad

더 당당하게 넌
(Mr. Mr.) 날 봐
(Mr. Mr.) 그래 바로 너 너 너
날 가슴 뛰게 한
(Mr. Mr.) 최고의 남자
(Mr. Mr.) 그게 바로 너
상처로 깨진 유리 조각도
별이 되는 너 Mr. Mr. Mr. Mr.
나를 빛내 줄 선택받은 자
그게 바로 너 Mr. Mr.

Mr. Mr. Mr. Mr. Mr. Mr. Mr. Mr.
Mr. Mr. Mr. Mr. Mr. Mr. Mr. Mr.
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,94.89
Suzy,4U80LJd8sG6U9YTFP5izka,행복한 척 Pretend,2cOIDloNUHI8udXlT6dIMl,"난 또 행복한 척, 더 더 행복한 척
난 또 행복한 척, 더 더 행복한 척

아무에게도 말하지 못한 비밀이 있어
이렇게 웃고 있지만
나를 바라보는 많은 사람들은
행복해 보이는 나를 보겠지만

널 떠나 새로운 사람을 찾아가
기대하고 떠난 내가
이렇게 될 줄은 몰랐어

날 바라보고 있는 시선들이 두려워
나를 얘기하는 말들이 무서워
난 또 행복한 척, 더 더 행복한 척
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Neutral,0.0
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Bed (feat. Ariana Grande),1ZEm9cJC05rawV2tptNfTS,"Got a bed wit' your name on it
Wit' your name on it
Got a kiss wit' your name on it
Wit' your name on it

Thousand dollar sheets
Waitin' for you on some thousand dollar sheets
I got Carter III on repeat
Back shots to the beat of ""A Milli"" on you
Got me acting like you got a milli on you
He say I'm the GOAT, yeah, the billy on you
I could make all your dreams come true
Wanna fall through, then you better come through

But don't make me wait until the morning

Got a bed wit' your name on it
Wit' your name on it
Got a kiss wit' your name on it
Wit' your name on it
Love me good, love me down
Don't turn me down
Got a bed wit' your name on it
Wit' your name on it
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,98.19
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,Fancy,3oiMJQAWVaxSubJ7b2VUtX,"First things first, I'm the realest (realest)
Drop this and let the whole world feel it
And I'm still in the Murda Bizness
I can hold you down like I'm givin' lessons in physics (right, right?)
You should want a bad b- like this (huh)
Drop it low and pick it up just like this (yeah)
Cup of Ace, cup of Goose, cup of Cris
High heels, somethin' worth a half a ticket on my wrist
Takin' all the liquor straight, never chase that
Rooftop like we bringin' '88 back (what?)
Bring the hooks in, where the bass at?
Champagne spillin', you should taste that

I'm so fancy, you already know
I'm in the fast lane from L.A. to Tokyo
I'm so fancy, can't you taste this gold?
Remember my name, 'bout to blow

I said baby, I do this, I thought that you knew this
Can't stand no haters and honest, the truth is
That my flow r-, each beat dear, departed
Swagger on stupid, I can't shop in no department
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,90.89
Iggy Azalea,5yG7ZAZafVaAlMTeBybKAL,Black Widow,7pNC5ZIKtwUK0ReSpM3P9f,"I'm gonna love ya until you hate me
And I'm gonna show ya what's really crazy
You shoulda known better than to mess with me, honey
I'm gonna love ya, I'm gonna love ya, gonna love ya
Gonna love ya like a black widow, baby

This twisted cat and mouse game always starts the same
First we're both down to play, then somehow you go astray
We went from nothin' to somethin', likin' to lovin'
It was us against the world, and now we just fuckin'?

It's like I loved you so much that now I just hate you
Feelin' stupid for all the time that I gave you
I wanted all or nothin' for us, ain't no place in between
Might-might be me believing what you say that you'll never mean

Like it'll last forever, but now forever ain't as long
If it wasn't for you, I wouldn't be stuck singing this song
You were different from my last, but now you've got 'em mirrored
And as it all plays out, I see it couldn't be clearer, now sing
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,92.93
Kesha,6LqNN22kT3074XbTVUrhzX,Blah Blah Blah (feat. 3OH!3),7jmqSz6yTrGWI1kNqNYI28,"Badda-da-dah, badda-da-bah-bah
Coming out'cha mouth with'cha blah, blah, blah
Zip your lip like a padlock
And meet me in the back with the Jack at the jukebox
I don't really care where you live at
Just turn around boy, let me hit that
Don't be a little bitch with your chit chat
Just show me where your dick is at

Music's up
Listen hot stuff, I'm in love with this song
So just hush
Baby, shut up!
Heard enough

Stop ta-ta-talking that blah, blah, blah
Think you'll be getting this? Nah, nah, nah
Not in the back of my car, -ar, -ar
If you keep talking that blah, blah, blah, blah, blah
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,92.08
Taylor Swift,06HL4z0CvFAxyc27GXpf02,Dancing With Our Hands Tied,7I7JbDv63ZJJsSi24DyJrz,"I, I loved you in secret
First sight, yeah, we love without reason
Oh, 25 years old
Oh, how were you to know?
And my, my love had been frozen
Deep blue, but you painted me golden
Oh, and you held me close
Oh, how was I to know?

I could've spent forever with your hands in my pockets
Picture of your face in an invisible locket
You said there was nothing in the world that could stop it
I had a bad feeling

And darling, you had turned my bed into a sacred oasis
People started talking, putting us through our paces
I knew there was no one in the world who could take it
I had a bad feeling

But we were dancing
Dancing with our hands tied, hands tied
Yeah, we were dancing
Like it was the first time, first time
Yeah, we were dancing
Dancing with our hands tied, hands tied
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,84.26
Lorde,163tK9Wjr9P9DmM0AVK7lm,Green Light,3I4QOvltiKcMu3xmnQjEct,"I do my makeup in somebody else's car
We order different drinks at the same bars
I know about what you did and I wanna scream the truth
She thinks you love the beach, you're such a damn liar

Those great whites, they have big teeth
Hope they bite you
Thought you said that you would always be in love
But you're not in love no more
Did it frighten you
How we kissed when we danced on the light up floor?
On the light up floor

But I hear sounds in my mind
Brand new sounds in my mind
But honey I'll be seein' you 'ever I go
But honey I'll be seein' you down every road
I'm waiting for it, that green light, I want it

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Neutral,0.89
Skylar Grey,4utLUGcTvOJFr6aqIJtYWV,Wear Me Out,66JdS5gBeVQbFzFFC82Q1B,"Smart ass little girl always on the run
Playin' with fire and daddy's gun
Fallin' in love on stolen wine
Where did we go wrong my foolish child?

She said, I'm too young to drink
Too green to think
You say these things and it wears me out
Too young, too frail but sometimes I feel
Like old blue jeans
'Cause you wear me out, you wear me out

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,16.55
