artist_name,artist_id,track_name,track_id,lyric,sentiment,sentiment_score
Ari Lennox,1vaQ6v3pOFxAIrFoPrAcom,Boy Bye (feat. Lucky Daye),0U8tC6UzgYePgOJT6Chlw9,"Good morning, y'all
You're sweet like mangoes
Sweet like mangoes, huh?
Yeah
You so fuckin' fake
Say it with you chest, say what you mean, stop playin' with me
I'm not playin', see, that's the problem, like
I ain't playin' either, shit
That's, that's the problem like
But I'm not hearin' the fucked up shit you sayin', but

Talkin' all that shit, where your girl at? (Pssh)
You are way too fine, to be alone (why, thank you, thank you, I appreciate that)
Girl, with all that ass and no one behind it, oh
I'm just wonderin' if I can walk you home (home, home)

Boy, bye
Thinkin' you gon' come inside
Boy, bye
Not tonight
Woah, now
Can't say it ain't worth a try
It feels right
I'm tryna make you mine, oh

Shit, girl, give me your number, let me follow you or somethin' (yeah)
I actually got a man, yeah
Uh, really? (Mmm)
You playin'? (Nah, I'm good)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,66.10000000000001
Snoh Aalegra,1A9o3Ljt67pFZ89YtPPL5X,DO 4 LOVE,3FImu2LpSuH6gDHBuFgIbS,"I guess you wonder where I've been
I searched to find a love within
I came back to let you know
Got a thing for you and I can't let go

My friends wonder what is wrong with me
Well, I'm in a daze from your love, you see
I came back to let you know
Got a thing for you and I can't let go

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,86.89
Kenyon Dixon,5AzjednUL6MFJP0dBic3be,Getting Late,4bYTTDFnNbakdU9NX8uMKj,"Girl, you been working hard (hard)
Waiting on the weekend (yeah)
And you deserve it, instead, you're nervous
Wondering where he's been (he's been)
'Bout to go off of the deep end

'Cause it's a quarter past midnight, he ain't even call
Got you sitting up, late night, looking at your phone
If you really wanna get right, you already know
You can get what you want with me

We ain't gotta do it my way (yeah)
You can choose, we can do what you say
It's getting late, what you gon' do?
Let me know, you should come through
Sip a little red wine to some Vandross grooves

If it's okay
You can choose, we can do what you say
It's getting late, what you gon' do?
Let me know, you should follow through
Sip a little red wine to some Vandross grooves

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,46.96
Lucky Daye,5Vuvs6Py2JRU7WiFDVsI7J,Guess,51t119U9qFdDHorI8GpNPb,"I think it's time for something new

Tell me what's love if I don't feel the pain
We've been through storms and I can smell your rain
I think it's time for us to take more
You got everything that I, that I've been waiting for
Spend yours and if we switching lanes then I'm gang, girl, you got me

Let's explore, you excite, let's act sober, I'm not
Just put your face on, we pick between rooms
Don't gotta stay long, but, baby, stay soon
I want more but you act like you don't know what time it is, girl

Guess
It's on my head, I'm obsessed
I wanna give you my best
We got it as good as it gets, but what's next, baby?
Guess
Sorry, you ain't gotta regret
That won't make me love you no less
And I don't wanna be the one you forget
So guess, say yes
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,93.92
DESTIN CONRAD,4jwROPSUkTkohLCRiyjiZZ,DAYDREAM,2dsbZwFPMYhchakMgL72DD,"I think it's time for something new

Tell me what's love if I don't feel the pain
We've been through storms and I can smell your rain
I think it's time for us to take more
You got everything that I, that I've been waiting for
Spend yours and if we switching lanes then I'm gang, girl, you got me

Let's explore, you excite, let's act sober, I'm not
Just put your face on, we pick between rooms
Don't gotta stay long, but, baby, stay soon
I want more but you act like you don't know what time it is, girl

Guess
It's on my head, I'm obsessed
I wanna give you my best
We got it as good as it gets, but what's next, baby?
Guess
Sorry, you ain't gotta regret
That won't make me love you no less
And I don't wanna be the one you forget
So guess, say yes
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",None,0.0
Ambré,6gj3sMEZYP6IESIptoXnrP,I'm Baby (ft. Jvck James),2rZQC2Hwy4sClylYHg2MXI,"I think it's time for something new

Tell me what's love if I don't feel the pain
We've been through storms and I can smell your rain
I think it's time for us to take more
You got everything that I, that I've been waiting for
Spend yours and if we switching lanes then I'm gang, girl, you got me

Let's explore, you excite, let's act sober, I'm not
Just put your face on, we pick between rooms
Don't gotta stay long, but, baby, stay soon
I want more but you act like you don't know what time it is, girl

Guess
It's on my head, I'm obsessed
I wanna give you my best
We got it as good as it gets, but what's next, baby?
Guess
Sorry, you ain't gotta regret
That won't make me love you no less
And I don't wanna be the one you forget
So guess, say yes
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",None,0.0
Ashanti,5rkVyNGXEgeUqKkB5ccK83,Falling For You,1KgqMmNUqRdXqZhR4PXtg8,"I think it's time for something new

Tell me what's love if I don't feel the pain
We've been through storms and I can smell your rain
I think it's time for us to take more
You got everything that I, that I've been waiting for
Spend yours and if we switching lanes then I'm gang, girl, you got me

Let's explore, you excite, let's act sober, I'm not
Just put your face on, we pick between rooms
Don't gotta stay long, but, baby, stay soon
I want more but you act like you don't know what time it is, girl

Guess
It's on my head, I'm obsessed
I wanna give you my best
We got it as good as it gets, but what's next, baby?
Guess
Sorry, you ain't gotta regret
That won't make me love you no less
And I don't wanna be the one you forget
So guess, say yes
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",None,0.0
Ciara,2NdeV5rLm47xAvogXrYhJX,Better Thangs (with Summer Walker),5ToBvPG8kVJ70jXGvealFs,"Uh

Lately, I been livin' my life
I don't pay the hate no mind
Doin' better things with my time, yeah, yeah
Elevated to a new height (height)
Never do the same thing twice (twice)
Puttin' all the lames on ice, yeah

I been sippin' on this drink, I ain't got no complaints
Ci'ci' in her own lane, eventually they come around
You can say I'm livin' the dream, only winners on my team (oh-oh)
You ain't gotta check up on me, I got everything I need (ah-ah)

Better things, better things, all new еverything
Better things, bеtter things (yeah-eah)
Better things, better things
Ain't got time for petty things, I'm on better things, yeah-yeah

No, it ain't worth my time (no), stop calling my line
You don't even cross my mind, now I'm on to better things
No, it ain't worth my time (no), stop calling my line
You don't even cross my mind, now I'm on to better things

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,97.82
Bryson Tiller,2EMAnMvWE2eb56ToJVfCWs,Outside,4VY32hdU4byJ6cpEBAXRul,"White nail polish, ten toes down
(Yeah)
Look back at it, shawty, don't look down
Tattoo peakin' through the see-through
(Damn, yeah)
Body critical, ICU
I see you

Used to be in love, now you're like, ""Fuck Cupid""
Hate to be your ex, know that nigga feel stupid
Thumbin' through the 'Gram, tryna figure out where you been
All he need to know is that you're outside
Watchin' real time while you're too live
Easily adjusted to your new life
Since you let loose, he been too tight
Tight

No plans to unknown plans
You don't need a man, you got your own bands
No kid money, these grown bands
Had to wake 'em up, they sleepin'
Pussy so good, gotta sleep in it
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,61.980000000000004
Brent Faiyaz,3tlXnStJ1fFhdScmQeLpuG,JACKIE BROWN,2IlT65thKQQw248mhk2PjQ,"Only been a few hours, but it felt like days
Only been days, but it feel like months
I been gone for a year, only wrote like once
Life moves fast when you do what you want
I guess I'm doing what I want
Hope you doing what you want (what else)
But what you want
(I don't know)

My new bitch look like Halle Berry
But she don't love me, she too scary
My old bitch fine like Jackie Brown
I don't wanna love her, she too down
Will you be my leading lady
I wanna contract, girl no maybe
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,67.09
Pink Sweat$,1W7FNibLa0O0b572tB2w7t,Lay Up N’ Chill (feat. A Boogie Wit da Hoodie),6FxdAycUNPT8gHH5JhG2xI,"I just wanna lay up and chill
Sippin' on that Rosé, really get you in your feels
I just wanna stay up all night
Starin' in your eyes, take a deep dive in your mind

I know at my worst, you gon' ride for me
Even when it hurts, I know you'd die for me
I always put you first 'cause you're my everything
You're my everything
And I'll do the worst for your love

Really like this side of you
Don Julio, 1942, Malibu
We can take a shot or two
After this bottle is done, done, done

We had a moment, just take it and run away
We can have a rendezvous, just me and you
Grippin' on your thighs
I know you like it 'cause your eyes, they never lie
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,77.22
Babyface,3aVoqlJOYx31lH1gibGDt3,Seamless (with Kehlani),2UqMwz0vqVDdkLHZrzSLOp,"Always givin' me hell every time that you drink
Two tequila shots in, now you wanna read me
Tryna have a good time, now you wanna make a scene
You deserve an Emmy, girl, go and get your Emmy, girl

See you be tryna do the most, you be tryna rock the boat
I was tryna make it work, tryna make this house a home
Act like I'm anybody, girl, I ain't everybody, girl
You don't know my body, how come I'm a body?

We 'posed to be seamless
But you love showin' off weakness
Gettin' all mad for no reason
Turnin' up on me for breathin' (oh-oh-oh, oh-oh)
'Posed to be seamless
Arguin' every weekend
Switchin' up on me like seasons
Wanna fight? Never mind, keep it (oh, oh)

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,42.34
Ari Lennox,1vaQ6v3pOFxAIrFoPrAcom,Leak It (feat. Chlöe),42j49u8GO8zuWiDCbZq2W4,"I'll leak it

'Cause, baby, I ain't got no shame

Might just go ahead and leak it

I want you to see it this way
Yeah

No filter
Backdrop
No sparkles
No crop
Leak it (leak it, ooh)
All on your beautiful face

I could care less
What they see
'Cause you got me, got me (you got, you got me)
Feelin' a way
(You got me feelin' a-)

And I'll undress
Any place (gon' get naked for you, oh)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,25.28
Ravyn Lenae,5RTLRtXjbXI2lSXc6jxlAz,Skin Tight (Alternate) [feat. Steve Lacy],4c16iHPk6g5XQavzEfDpld,"I'll leak it

'Cause, baby, I ain't got no shame

Might just go ahead and leak it

I want you to see it this way
Yeah

No filter
Backdrop
No sparkles
No crop
Leak it (leak it, ooh)
All on your beautiful face

I could care less
What they see
'Cause you got me, got me (you got, you got me)
Feelin' a way
(You got me feelin' a-)

And I'll undress
Any place (gon' get naked for you, oh)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",None,0.0
