artist_name,artist_id,track_name,track_id,lyric,sentiment,sentiment_score
John Legend,5y2Xq6xcjJb2jVM54GHK3t,All of Me,3U4isOIWM3VvDubwSI3y7a,"What would I do without your smart mouth?
Drawing me in, and you kicking me out
You've got my head spinning, no kidding
I can't pin you down

What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me
But I'll be alright

My head's underwater
But I'm breathing fine
You're crazy and I'm out of my mind

'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

'Cause I give you all of me
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,96.76
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,"Loving can hurt
Loving can hurt sometimes
But it's the only thing
That I know

And when it gets hard
You know it can get hard sometimes
It is the only thing that makes us feel alive

We keep this love in a photograph
We make these memories for ourselves
Where our eyes are never closing
Hearts are never broken
And time's forever frozen still

So you can keep me
Inside the pocket of your ripped jeans
Holdin' me closer 'til our eyes meet
You won't ever be alone
Wait for me to come home

Loving can heal
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,95.03
Elton John,3PhoLpVuITZKcymswpck5b,I'm Still Standing,1jDJFeK9x3OZboIAHsY9k2,"You could never know what it's like
Your blood like winter freezes just like ice
And there's a cold lonely light that shines from you
You'll wind up like the wreck you hide
Behind that mask you use

And did you think this fool could never win
Well look at me, I'm coming back again
I got a taste of love in a simple way
And if you need to know while I'm still standing
You just fade away

Don't you know
I'm still standing better than I ever did
Looking like a true survivor, feeling like a little kid
And I'm still standing after all this time
Picking up the pieces of my life
Without you on my mind

I'm still standing
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,90.89
Bon Jovi,58lV9VcRSjABbAbfWS6skp,Livin' On A Prayer,37ZJ0p5Jm13JPevGcx4SkF,"Once upon a time
Not so long ago

Tommy used to work on the docks
Union's been on strike, he's down on his luck
It's tough, so tough

Gina works the diner all day
Working for her man, she brings home her pay for love
Mmm, for love

She says, ""We've gotta hold on to what we've got
It doesn't make a difference if we make it or not
We got each other, and that's a lot for love
We'll give it a shot""

Whoa, we're half way there
Oh-oh, livin' on a prayer
Take my hand, we'll make it, I swear
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,94.52000000000001
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,"And you got me like oh
What you want from me?
(What you want from me?)
And tried to buy your pretty heart
But the price's too high

Baby you got me like oh
You love when I fall apart
(Fall apart)
So you can put me together
And throw me against the wall

Baby you got me like ah, woo, ah

Don't you stop loving me
(Loving me) Don't quit loving me
(Loving me) Just start loving me
(Loving me)

Oh, and babe I'm fist fighting with fire
Just to get close to you
Can we burn something babe?
And I'll run for miles just to get a taste
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,98.79
The Chainsmokers,69GGBxA162lTqCwzJG5jLp,Closer,7BKLCZ1jbUBVqRi2FVlTVw,"Hey, I was doing just fine before I met you
I drink too much and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car, and
Four years, no calls
Now you're looking pretty in a hotel bar
And I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older

We ain't ever getting older
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,98.07000000000001
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,"I won't lie to you
I know he's just not right for you
And you can tell me if I'm off
But I see it on your face
When you say that he's the one that you want
And you're spending all your time
In this wrong situation
And anytime you want it to stop

I know I can treat you better than he can
And any girl like you deserves a gentleman

Tell me, why are we wasting time
On all your wasted crying
When you should be with me instead?
I know I can treat you better
Better than he can

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,47.0
Harry Styles,6KImCVD70vtIoJWnq6nGn3,Falling,1ZMiCix7XSAbfAJlEZWMCp,"I'm in my bed
And you're not here
And there's no one to blame but the drink in my wandering hands
Forget what I said
It's not what I meant
And I can't take it back, I can't unpack the baggage you left

What am I now? What am I now?
What if I'm someone I don't want around?
I'm falling again, I'm falling again, I'm falling
What if I'm down? What if I'm out?
What if I'm someone you won't talk about?
I'm falling again, I'm falling again, I'm falling
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,91.43
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Shallow,2VxeLyX666F8uXCJ0dZF8B,"Tell me something, girl
Are you happy in this modern world?
Or do you need more?
Is there something else you're searchin' for?

I'm falling
In all the good times, I find myself longin' for change
And in the bad times, I fear myself

Tell me something, boy
Aren't you tired trying to fill that void?
Or do you need more?
Ain't it hard keeping it so hardcore?

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,49.830000000000005
Sam Smith,2wY79sveU1sp5g7SokKOiI,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,"Guess it's true, I'm not good at a one-night stand

But I still need love 'cause I'm just a man

These nights never seem to go to plan

I don't want you to leave, will you hold my hand?

Oh, won't you stay with me?

'Cause you're all I need

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,90.06
Coldplay,4gzpq5DPGxSnKTe4SA8HAU,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,"'Cause you're a sky, 'cause you're a sky full of stars
I'm gonna give you my heart
'Cause you're a sky, 'cause you're a sky full of stars
'Cause you light up the path

I don't care, go on and tear me apart
I don't care if you do, ooh-ooh, ooh
'Cause in a sky, 'cause in a sky full of stars
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Neutral,1.4500000000000002
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Love Yourself,50kpGaPAhYJ3sGmk6vplg0,"For all the times that you rained on my parade
And all the clubs you get in using my name
You think you broke my heart, oh, girl, for goodness' sake
You think I'm crying on my own, well, I ain't

And I didn't wanna write a song
'Cause I didn't want anyone thinkin' I still care, I don't, but
You still hit my phone up
And baby, I'll be movin' on
And I think you should be somethin' I don't wanna hold back
Maybe you should know that

My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job
Didn't see what's going on, but now I know
I'm better sleeping on my own

'Cause if you like the way you look that much
Oh, baby, you should go and love yourself
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,88.64999999999999
Maroon 5,04gDigrS5kc9YWfZHwBETP,Maps,4gbVRS8gloEluzf0GzDOFc,"I miss the taste of a sweeter life
I miss the conversation
I'm searching for a song tonight
I'm changing all of the stations

I like to think that we had it all
We drew a map to a better place
But on that road, I took a fall
Oh baby, why did you run away?

I was there for you in your darkest times
I was there for you in your darkest night

But I wonder, where were you?
When I was at my worst down on my knees
And you said you had my back
So I wonder, where were you?
When all the roads you took came back to me
So I'm following the map that leads to you

The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following to you

The map that leads to you
Ain't nothing I can do
The map that leads to you
Following, following, following
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,94.02000000000001
Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,"When your legs don't work like they used to before
And I can't sweep you off of your feet

Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?

And, darling, I will
Be loving you 'til we're 70

And, baby, my heart
Could still fall as hard at 23

And I'm thinking 'bout how

People fall in love in mysterious ways
Maybe just the touch of a hand
Well, me, I fall in love with you every single day
And I just wanna tell you I am

So, honey, now
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,98.50999999999999
Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,Before You Go,2gMXnyrvIjhVBUZwvLZDMP,"I fell by the wayside, like everyone else
I hate you, I hate you, I hate you
But I was just kidding myself
Our every moment, I start to replace
'Cause now that they're gone
All I hear are the words that I needed to say

When you hurt under the surface
Like troubled water running cold
Well, time can heal, but this won't

So, before you go
Was there something I could've said
To make your heart beat better?
If only I'd have known you had a storm to weather
So, before you go
Was there something I could've said
To make it all stop hurting?
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,53.620000000000005
TOTO,0PFtn5NtBbbUNbU9EAmIWF,Africa,2374M0fQpWi3dLnB54qaLX,"Come on up
Hey

I hear the drums echoing tonight
But she hears only whispers of some quiet conversation
She's coming in 12:30 flight
The moonlit wings reflect the stars that guide me towards salvation

I stopped an old man along the way
Hoping to find some long forgotten words or ancient melodies
He turned to me as if to say
Hurry boy, it's waiting there for you

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Neutral,0.0
The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,Iris,6Qyc6fS4DsZjB2mRW9DsQs,"And I'd give up forever to touch you
'Cause I know that you feel me somehow
You're the closest to heaven that I'll ever be
And I don't want to go home right now

And all I can taste is this moment
And all I can breathe is your life
And sooner or later, it's over
I just don't wanna miss you tonight

And I don't want the world to see me
'Cause I don't think that they'd understand
When everything's made to be broken
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,5.16
Rihanna,5pKCCKE2ajJHZ9KAiaK11H,Umbrella,49FYlytm3dAAraYgpoJZux,"Uh-huh, uh-huh (yeah, Rihanna)
Uh-huh, uh-huh (good girl, gone bad)
Uh-huh, uh-huh (take three, action)
Uh-huh, uh-huh (Hov)

No clouds in my stones
Let it rain, I hydroplane in the bank
Coming down with the Dow Jones
When the clouds come, we gone, we Roc-A-Fella
We fly higher than weather, in G5's or better
You know me (you know me)
In anticipation for precipitation, stack chips for the rainy day
Jay, Rain Man is back
With Little Miss Sunshine, Rihanna, where you at?

You have my heart
And we'll never be worlds apart
Maybe in magazines
But you'll still be my star
Baby, 'cause in the dark
You can't see shiny cars
And that's when you need me there
With you, I'll always share
Because

When the sun shine, we shine together
Told you I'll be here forever
Said I'll always be your friend
Took an oath, I'ma stick it out to the end
Now that it's raining more than ever
Know that we'll still have each other
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,90.44
Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,"This hit, that ice cold
Michelle Pfeiffer, that white gold
This one, for them hood girls
Them good girls, straight masterpieces
Stylin', wilin'
Livin' it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself, I'm so pretty

I'm too hot (hot damn), uh
Called a police and a fireman
I'm too hot (hot damn)
Make a dragon wanna retire, man
I'm too hot (hot damn)
Say my name, you know who I am
I'm too hot (hot damn)
And my band 'bout that money, break it down

Girls, hit your hallelujah (woo)
Girls, hit your hallelujah (woo)
Girls, hit your hallelujah (woo)
'Cause uptown funk gon' give it to you (woo)
('Cause uptown funk gon' give it to you)
'Cause uptown funk gon' give it to you
Saturday night, and we in the spot
Don't believe me, just watch, come on!

Ah!
Don't believe me, just watch, uh
Ah!
Don't believe me, just watch, uh

Don't believe me, just watch, uh
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh!

Stop, wait a minute
Fill my cup, put some liquor in it
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,98.31
Marshmello,64KEffDW9EtZ1y2vBYgq8T,Happier,2dpaYNEQHiRxtZbfNsse99,"Lately, I've been, I've been thinking
I want you to be happier
I want you to be happier

When the morning comes
When we see what we've become
In the cold light of day
We're a flame in the wind, not the fire that we've begun
Every argument
Every word we can't take back
'Cause with all that has happened
I think that we both know the way that this story ends

Then only for a minute
I want to change my mind 'cause
This just don't feel right to me
I wanna raise your spirits
I want to see you smile, but
Know that means I'll have to leave

Know that means I'll have to leave

Lately, I've been, I've been thinking
I want you to be happier
I want you to be happier
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,94.34
WALK THE MOON,6DIS6PRrLS3wbnZsf7vYic,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,"""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me""
This woman is my destiny
She said, ""Ooh-hoo
Shut up and dance with me""

We were victims of the night
The chemical, physical, kryptonite
Helpless to the bass and faded light
Oh, we were bound to get together
Bound to get together

She took my arm
I don't know how it happened
We took the floor and she said

""Oh, don't you dare look back
Just keep your eyes on me""
I said, ""You're holding back""
She said, ""Shut up and dance with me!""
This woman is my destiny
She said, ""Ooh-hoo
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,68.0
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,"Mmm
Hey, yeah
(That's just for fun)
(What?)
I'm not one to stick around
One strike and you're out, baby
Don't care if I sound crazy
But you never let me down, no, no
That's why when the sun's up, I'm stayin'
Still layin' in your bed, Singin '
Ooh, ooh, ooh, ooh
Got all this time on my hands
Might as well cancel our plans, yeah
I could stay here for a lifetime
So lock the door
And throw out the key
Can't fight this no more
It's just you and me
And there's nothing I, nothing I, I can do
I'm stuck with you, stuck with you, stuck with you
So, go ahead and drive me insane
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,88.57000000000001
Lady Gaga,1HY2Jd0NmPuamShAr6KMms,Bad Romance,0SiywuOBRcynK0uKGWdCnn,"Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Caught in a bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

Rah, rah-ah-ah-ah
Roma, roma-ma
Gaga, ooh-la-la
Want your bad romance

I want your ugly, I want your disease
I want your everything as long as it's free
I want your love
Love, love, love, I want your love (hey)

I want your drama, the touch of your hand (hey)
I want your leather-studded kiss in the sand
I want your love
Love, love, love, I want your love (love, love, love)
(I want your love)

You know that I want you
And you know that I need you
I want it bad, your bad romance

I want your love, and I want your revenge
You and me could write a bad romance (oh-oh-oh-oh-oh)
I want your love and all your lover's revenge
You and me could write a bad romance

Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh, oh-oh-oh-oh, oh-oh-oh
Caught in a bad romance
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,99.74
One Direction,4AK6F7OLvEQ5QYCBNiQWHq,Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,"Written in these walls are the stories that I can't explain
I leave my heart open but it stays right here empty for days
She told me in the morning she don't feel the same about us in her bones
It seems to me that when I die these words will be written on my stone

And I'll be gone, gone tonight
The ground beneath my feet is open wide
The way that I've been holding on too tight
With nothing in between

The story of my life, I take her home
I drive all night to keep her warm and time is frozen (the story of, the story of)
The story of my life, I give her hope
I spend her love until she's broke inside
The story of my life (the story of, the story of)
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,53.05
ABBA,0LcJLqbBmaGUft1e9Mm8HV,Dancing Queen,0GjEhVFGZW8afUYGChu3Rr,"You can dance, you can jive
Having the time of your life, ooh
See that girl, watch that scene
Dig in the Dancing Queen

Friday night and the lights are low
Looking out for a place to go
Where they play the right music, getting in the swing
You come to look for a king

Anybody could be that guy
Night is young and the music's high
With a bit of rock music, everything is fine
You're in the mood for a dance

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,27.32
Bruno Mars,0du5cEVh5yTK9QJze8zA0C,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,"Oh, her eyes, her eyes
Make the stars look like they're not shinin'
Her hair, her hair
Falls perfectly without her trying
She's so beautiful
And I tell her everyday

Yeah, I know, I know
When I compliment her she won't believe me
And it's so, it's so
Sad to think that she don't see what I see
But every time she asks me, ""Do I look okay?""
I say

When I see your face
There's not a thing that I would change
'Cause you're amazing
Just the way you are

And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,97.05
Bryan Adams,3Z02hBLubJxuFJfhacLSDc,Summer Of '69,0GONea6G2XdnHWjNZd6zt3,"I got my first real six-string
Bought it at the five and dime
Played it 'til my fingers bled
Was the summer of '69

Me and some guys from school
Had a band and we tried real hard
Jimmy quit and Jody got married
I should've known we'd never get far

Oh, when I look back now
That summer seemed to last forever
And if I had the choice
Yeah, I'd always wanna be there
Those were the best days of my life

Ain't no use in complainin'
When you got a job to do
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,85.15
Train,3FUY2gzHeIiaesXtOAdB7A,"Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,"Hey, hey
Hey-hey, hey-hey
Hey-hey, hey-hey

Your lipstick stains
On the front lobe of my left side brains
I knew I wouldn't forget you
And so I went and let you blow my mind

Your sweet moonbeam
The smell of you in every single dream I dream
I knew when we collided
You're the one I have decided who's one of my kind

Hey, soul sister
Ain't that Mr. Mister on the radio, stereo
The way you move ain't fair, you know
Hey, soul sister
I don't wanna miss a single thing you do tonight

Hey, hey
Hey-hey, hey-hey
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,86.07000000000001
Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,Mercy,0AS63m1wHv9n4VVRizK6Hc,"You've got a hold on me
Don't even know your power
I stand a hundred feet
But I fall when I'm around you
Show me an open door
Then you go and slam it on me
I can't take anymore

I'm saying
Baby, please have mercy on me
Take it easy on my heart
Even though you don't mean to hurt me
You keep tearing me apart

Would you please have mercy, mercy on my heart?
Would you please have mercy, mercy on my heart?

I'd drive through the night
Just to be near you, baby
Heart open, testify
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,99.53
Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,"thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,"Thought I'd end up with Sean
But he wasn't a match
Wrote some songs about Ricky
Now I listen and laugh
Even almost got married
And for Pete, I'm so thankful
Wish I could say ""thank you"" to Malcolm
'Cause he was an angel

One taught me love
One taught me patience
And one taught me pain
Now, I'm so amazing
Say I've loved and I've lost
But that's not what I see
So, look what I got
Look at what you taught me
And for that, I say

Thank you, next (next)
Thank you, next (next)
Thank you, next
I'm so grateful for my ex

Thank you, next (next)
Thank you, next (next)
Thank you, next (next)
I'm so

Spend more time with my friends
I ain't worried 'bout nothin'
Plus, I met someone else
We're havin' better discussions
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,99.69
Ava Max,4npEfmQ6YuiwW1GpUmaq3F,Sweet but Psycho,7DnAm9FOTWE3cUvso43HhI,"Oh, she's sweet but a psycho
A little bit psycho
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
Oh, she's hot but a psycho
So left but she's right, though
At night, she's screamin'
""I'm-ma-ma-ma out my mind""

She'll make you curse, but she a blessin'
She'll rip your shirt within a second
You'll be coming back, back for seconds
With your plate, you just can't help it

No, no, you'll play along
Let her lead you on
You'll be saying, ""No, no""
Then saying, ""Yes, yes, yes""
'Cause she messin' with your head

Oh, she's sweet but a psycho
A little bit psycho
At night, she's screamin'
""I'm-ma-ma-ma out my mind""
Oh, she's hot but a psycho
So left but she's right, though
At night, she's screamin'
""I'm-ma-ma-ma out my mind""

...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,90.24
Calvin Harris,7CajNmpbOovFoOoasH2HaY,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's looking at you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watchin' her
But she's looking at you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, you, ooh, ooh
You, ooh, ooh, ooh
You, ooh, ooh
You, ooh, ooh, you, ooh, ooh
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Negative,61.24000000000001
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,Sorry,09CtPGIpYB4BrO8qb1RGsF,"You gotta go and get angry at all of my honesty
You know I try but I don't do too well with apologies
I hope I don't run out of time, could someone call a referee?
Cause I just need one more shot at forgiveness
I know you know that I made those mistakes maybe once or twice
By once or twice I mean maybe a couple a hundred times
So let me, oh let me redeem, oh redeem, oh myself tonight
Cause I just need one more shot at second chances

Yeah, is it too late now to say sorry?
Cause I'm missing more than just your body
Is it too late now to say sorry?
Yeah I know that I let you down
Is it too late to say I'm sorry now?

I'm sorry, yeah
...

******* This Lyrics is NOT for Commercial use *******
(1409622883590)",Positive,80.92
